2026-07-11T12:57:20+0000,zaehlerstand,00058.1759,58.1759,58.1759,0.000080,0.0004,no error,0.0,10.0,0.1,5.1,7.8,1.5,7.3,6.1,9.5
2026-07-11T13:02:20+0000,zaehlerstand,00058.1759,58.1759,58.1759,0.000000,0.0000,no error,10.0,0.0,0.1,5.1,8.0,1.6,7.3,6.0,9.5
2026-07-11T13:07:20+0000,zaehlerstand,00058.1759,58.1759,58.1759,0.000000,0.0000,no error,0.1,0.0,0.1,5.1,8.0,1.9,7.5,6.0,9.3
2026-07-11T13:12:20+0000,zaehlerstand,00058.1759,58.1759,58.1759,0.000000,0.0000,no error,0.0,0.0,0.1,5.1,8.0,1.6,7.7,6.1,9.8
2026-07-11T13:17:20+0000,zaehlerstand,00058.1763,58.1763,58.1763,0.000080,0.0004,no error,0.0,10.0,0.1,5.0,8.0,1.7,7.5,6.3,3.4
2026-07-11T13:22:20+0000,zaehlerstand,00058.1763,58.1763,58.1763,0.000000,0.0000,no error,0.1,0.0,0.0,5.1,8.0,1.8,7.5,6.3,3.9
2026-07-11T13:27:20+0000,zaehlerstand,00058.1763,58.1763,58.1763,0.000000,0.0000,no error,0.0,0.0,0.1,5.0,8.0,1.6,7.6,6.3,3.3
2026-07-11T13:32:20+0000,zaehlerstand,00058.1788,58.1788,58.1788,0.000500,0.0025,no error,0.0,10.0,0.3,5.0,8.0,1.9,7.9,9.1,9.0
2026-07-11T13:37:20+0000,zaehlerstand,00058.1789,58.1788,58.1788,0.000000,0.0000,no error,0.0,0.0,0.1,5.1,8.0,2.2,7.8,8.8,9.0
2026-07-11T13:42:20+0000,zaehlerstand,00058.1789,58.1788,58.1788,0.000000,0.0000,no error,0.0,0.0,0.1,5.0,8.0,2.3,7.8,8.5,9.1
2026-07-11T13:47:20+0000,zaehlerstand,00058.1789,58.1788,58.1788,0.000000,0.0000,no error,0.0,0.0,0.1,5.0,8.0,1.7,8.0,8.8,9.1
2026-07-11T13:52:20+0000,zaehlerstand,00058.1789,58.1788,58.1788,0.000000,0.0000,no error,0.0,0.0,0.1,5.1,8.0,1.5,7.7,8.8,9.2
2026-07-11T13:57:20+0000,zaehlerstand,00058.1798,58.1798,58.1798,0.000200,0.0010,no error,0.0,0.0,0.1,5.1,8.0,1.9,7.8,9.3,9.0
2026-07-11T14:02:20+0000,zaehlerstand,00058.2808,,58.1798,,0.0000,Rate too high - Read: 58.2808 - Pre: 58.1798 - Rate: 0.1010,0.0,0.0,0.1,5.0,8.0,3.2,8.0,0.9,8.6
2026-07-11T14:07:20+0000,zaehlerstand,00058.1808,58.1808,58.1808,0.000100,0.0010,no error,0.0,10.0,0.1,5.0,8.0,1.7,8.0,0.8,8.7
2026-07-11T14:12:20+0000,zaehlerstand,00658.1808,,58.1808,,0.0000,Rate too high - Read: 658.1808 - Pre: 58.1808 - Rate: 600.0000,0.0,0.0,6.0,5.1,8.0,1.6,8.1,0.7,8.7
2026-07-11T14:17:20+0000,zaehlerstand,00058.2818,,58.1808,,0.0000,Rate too high - Read: 58.2818 - Pre: 58.1808 - Rate: 0.1010,0.0,0.0,0.0,5.0,8.0,2.5,8.1,1.5,8.3
2026-07-11T14:22:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000067,0.0010,no error,0.0,0.0,0.1,5.0,8.0,2.0,8.2,1.5,8.1
2026-07-11T14:27:20+0000,zaehlerstand,00058.1817,58.1818,58.1818,0.000000,0.0000,no error,10.0,0.0,0.2,5.1,8.0,1.5,7.9,1.6,7.9
2026-07-11T14:32:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.1,5.1,8.0,1.8,8.0,1.6,8.1
2026-07-11T14:37:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,10.0,0.0,5.1,8.0,1.9,8.1,1.6,8.7
2026-07-11T14:42:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.2,5.1,7.9,2.2,8.3,1.5,8.7
2026-07-11T14:47:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.1,5.1,8.0,1.8,8.0,1.6,8.7
2026-07-11T14:52:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.1,5.0,7.9,2.2,8.2,1.6,8.6
2026-07-11T14:57:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,10.0,0.2,5.1,8.0,1.8,8.1,1.6,8.5
2026-07-11T15:02:20+0000,zaehlerstand,00058.2818,,58.1818,,0.0000,Rate too high - Read: 58.2818 - Pre: 58.1818 - Rate: 0.1000,0.0,0.1,0.1,5.0,8.0,2.6,8.2,1.6,8.7
2026-07-11T15:07:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,10.0,0.0,0.0,5.0,8.0,1.7,8.0,1.6,8.7
2026-07-11T15:12:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,10.0,0.2,5.1,8.0,1.7,7.9,1.6,8.7
2026-07-11T15:17:20+0000,zaehlerstand,00858.1818,,58.1818,,0.0000,Rate too high - Read: 858.1818 - Pre: 58.1818 - Rate: 800.0000,0.0,0.0,7.9,5.1,8.0,1.6,8.1,1.6,8.6
2026-07-11T15:22:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,10.0,10.0,0.1,5.1,8.0,1.9,7.9,1.7,8.6
2026-07-11T15:27:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.3,5.1,8.0,1.3,8.1,1.5,8.7
2026-07-11T15:32:20+0000,zaehlerstand,00058.2818,,58.1818,,0.0000,Rate too high - Read: 58.2818 - Pre: 58.1818 - Rate: 0.1000,0.0,0.0,0.1,5.0,8.0,2.5,7.8,1.6,8.6
2026-07-11T15:37:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.1,5.1,8.0,1.9,8.0,1.7,8.6
2026-07-11T15:42:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,10.0,0.0,0.1,5.0,8.0,1.9,8.2,1.5,8.6
2026-07-11T15:47:20+0000,zaehlerstand,00058.0818,,58.1818,,0.0000,Neg. Rate - Read:  - Raw: 00058.0818 - Pre: 58.1818 ,0.0,10.0,0.1,5.0,8.0,1.2,8.2,1.6,8.7
2026-07-11T15:52:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,10.0,0.0,0.1,5.0,8.0,1.8,8.2,1.7,8.6
2026-07-11T15:57:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.3,5.0,7.9,1.6,8.0,1.5,8.6
2026-07-11T16:02:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,10.0,0.1,5.1,8.0,1.9,8.3,1.7,8.7
2026-07-11T16:07:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.2,5.0,8.0,1.6,8.1,1.6,8.7
2026-07-11T16:12:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,10.0,0.1,5.1,8.0,1.9,8.2,1.6,8.6
2026-07-11T16:17:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,0.0,0.1,5.0,8.0,1.8,8.2,1.7,8.7
2026-07-11T16:22:20+0000,zaehlerstand,00058.1818,58.1818,58.1818,0.000000,0.0000,no error,0.0,10.0,0.0,5.0,7.9,2.1,8.0,1.6,8.7
2026-07-11T16:27:20+0000,zaehlerstand,00058.2818,,58.1818,,0.0000,Rate too high - Read: 58.2818 - Pre: 58.1818 - Rate: 0.1000,0.0,0.0,0.1,5.1,8.0,2.4,8.0,1.5,8.8
2026-07-11T16:32:20+0000,zaehlerstand,00058.2887,,58.1818,,0.0000,Rate too high - Read: 58.2887 - Pre: 58.1818 - Rate: 0.1069,0.0,10.0,0.2,5.0,8.0,2.4,8.8,8.7,7.3
2026-07-11T16:37:20+0000,zaehlerstand,00058.1887,58.1887,58.1887,0.000460,0.0069,no error,0.0,0.1,0.1,5.1,8.0,2.0,8.8,8.7,7.3
2026-07-11T16:42:20+0000,zaehlerstand,00058.1903,58.1903,58.1903,0.000320,0.0016,no error,0.0,0.1,0.1,5.1,8.0,2.0,8.9,0.2,3.5
2026-07-11T16:47:20+0000,zaehlerstand,00058.1920,58.1920,58.1920,0.000340,0.0017,no error,0.0,0.0,0.1,5.1,8.0,2.1,9.0,1.8,0.9
2026-07-11T16:52:20+0000,zaehlerstand,00058.1969,58.1969,58.1969,0.000980,0.0049,no error,0.0,0.0,0.1,5.1,8.0,1.9,9.7,6.8,10.0
2026-07-11T16:57:20+0000,zaehlerstand,00058.1987,58.1987,58.1987,0.000360,0.0018,no error,0.0,0.0,0.1,5.1,8.0,2.0,9.4,8.6,7.6
2026-07-11T17:02:20+0000,zaehlerstand,00058.1988,58.1987,58.1987,0.000000,0.0000,no error,0.0,0.0,0.2,5.1,8.0,1.9,9.6,9.2,8.5
2026-07-11T17:07:20+0000,zaehlerstand,00058.2018,58.2018,58.2018,0.000620,0.0031,no error,10.0,10.0,0.1,5.1,8.0,2.1,9.8,1.5,8.3
2026-07-11T17:12:20+0000,zaehlerstand,00058.2018,58.2018,58.2018,0.000000,0.0000,no error,0.0,0.0,0.4,5.1,8.0,2.2,0.1,1.6,8.3
2026-07-11T17:17:20+0000,zaehlerstand,00058.1963,,58.2018,,0.0000,Neg. Rate - Read:  - Raw: 00058.1963 - Pre: 58.2018 ,10.0,0.1,0.1,5.1,8.0,2.0,9.9,6.3,3.5
2026-07-11T17:22:20+0000,zaehlerstand,00058.2966,,58.2018,,0.0000,Rate too high - Read: 58.2966 - Pre: 58.2018 - Rate: 0.0948,0.0,10.0,0.0,5.0,7.9,3.2,9.3,6.4,6.1
2026-07-11T17:27:20+0000,zaehlerstand,00058.1966,,58.2018,,0.0000,Neg. Rate - Read:  - Raw: 00058.1966 - Pre: 58.2018 ,0.0,0.0,0.1,5.1,8.0,1.9,9.8,6.4,6.1
2026-07-11T17:32:20+0000,zaehlerstand,00058.1966,,58.2018,,0.0000,Neg. Rate - Read:  - Raw: 00058.1966 - Pre: 58.2018 ,0.0,0.0,0.0,5.1,8.0,1.9,10.0,6.5,6.1
2026-07-11T17:37:20+0000,zaehlerstand,00058.2966,,58.2018,,0.0000,Rate too high - Read: 58.2966 - Pre: 58.2018 - Rate: 0.0948,0.0,0.0,0.1,5.0,8.0,2.5,9.4,6.4,6.1
2026-07-11T17:42:20+0000,zaehlerstand,00058.1966,,58.2018,,0.0000,Neg. Rate - Read:  - Raw: 00058.1966 - Pre: 58.2018 ,10.0,0.0,0.1,5.0,8.0,2.3,9.9,6.4,6.1
2026-07-11T17:47:20+0000,zaehlerstand,00058.1966,,58.2018,,0.0000,Neg. Rate - Read:  - Raw: 00058.1966 - Pre: 58.2018 ,0.0,0.0,0.1,5.1,8.0,2.1,9.5,6.5,6.1
2026-07-11T17:52:20+0000,zaehlerstand,00058.2104,58.2104,58.2104,0.000215,0.0086,no error,10.0,0.0,0.1,5.1,7.9,2.2,0.8,0.3,4.6
2026-07-11T17:57:20+0000,zaehlerstand,00058.2158,58.2158,58.2158,0.001080,0.0054,no error,0.0,0.0,0.1,5.1,8.0,2.2,1.4,5.9,8.9
2026-07-11T18:02:20+0000,zaehlerstand,00058.1987,,58.2158,,0.0000,Neg. Rate - Read:  - Raw: 00058.1987 - Pre: 58.2158 ,0.0,10.0,0.2,5.1,7.9,2.2,9.5,8.4,7.7
2026-07-11T18:07:20+0000,zaehlerstand,00058.2184,58.2184,58.2184,0.000260,0.0026,no error,0.0,0.0,0.1,5.1,8.0,2.5,1.5,8.5,4.0
2026-07-11T18:12:20+0000,zaehlerstand,00058.2200,58.2200,58.2200,0.000320,0.0016,no error,0.0,0.1,0.1,5.0,8.0,2.6,1.7,9.7,0.9
2026-07-11T18:17:20+0000,zaehlerstand,00058.2190,,58.2200,,0.0000,Neg. Rate - Read:  - Raw: 00058.2190 - Pre: 58.2200 ,0.0,0.1,0.1,5.1,8.0,2.5,1.9,9.4,0.6
2026-07-11T18:22:21+0000,zaehlerstand,00058.2190,,58.2200,,0.0000,Neg. Rate - Read:  - Raw: 00058.2190 - Pre: 58.2200 ,0.0,0.0,0.0,5.1,8.0,2.3,1.7,9.2,0.8
2026-07-11T18:27:20+0000,zaehlerstand,00058.3890,,58.2200,,0.0000,Rate too high - Read: 58.3890 - Pre: 58.2200 - Rate: 0.1690,0.0,0.0,10.0,5.1,8.0,4.1,8.9,9.4,0.1
2026-07-11T18:32:21+0000,zaehlerstand,00058.3928,,58.2200,,0.0000,Rate too high - Read: 58.3928 - Pre: 58.2200 - Rate: 0.1728,0.0,0.0,0.0,5.1,8.0,3.7,9.1,2.7,8.8
2026-07-11T18:37:21+0000,zaehlerstand,00058.3975,,58.2200,,0.0000,Rate too high - Read: 58.3975 - Pre: 58.2200 - Rate: 0.1775,0.1,0.0,0.0,5.1,8.0,3.8,0.1,7.4,5.2
2026-07-11T18:42:21+0000,zaehlerstand,00058.3075,,58.2200,,0.0000,Rate too high - Read: 58.3075 - Pre: 58.2200 - Rate: 0.0875,0.0,10.0,0.1,5.1,8.0,3.4,0.4,7.6,5.1
2026-07-11T18:47:21+0000,zaehlerstand,00058.4975,,58.2200,,0.0000,Rate too high - Read: 58.4975 - Pre: 58.2200 - Rate: 0.2775,0.0,0.0,0.2,5.0,8.0,4.3,0.2,7.4,5.4
2026-07-11T18:52:21+0000,zaehlerstand,00058.4075,,58.2200,,0.0000,Rate too high - Read: 58.4075 - Pre: 58.2200 - Rate: 0.1875,10.0,0.0,0.0,5.1,8.0,4.3,0.4,7.2,5.0
2026-07-11T18:57:21+0000,zaehlerstand,00058.3906,,58.2200,,0.0000,Rate too high - Read: 58.3906 - Pre: 58.2200 - Rate: 0.1706,0.0,0.0,0.1,5.1,8.0,4.2,9.4,0.5,6.2
2026-07-11T19:02:21+0000,zaehlerstand,00058.4006,,58.2200,,0.0000,Rate too high - Read: 58.4006 - Pre: 58.2200 - Rate: 0.1806,0.0,0.0,0.1,5.1,8.0,4.2,0.5,0.5,6.1
2026-07-11T19:07:21+0000,zaehlerstand,00058.4006,,58.2200,,0.0000,Rate too high - Read: 58.4006 - Pre: 58.2200 - Rate: 0.1806,0.0,10.0,0.1,5.1,8.0,4.1,0.6,0.3,6.3
2026-07-11T19:12:21+0000,zaehlerstand,00058.4006,,58.2200,,0.0000,Rate too high - Read: 58.4006 - Pre: 58.2200 - Rate: 0.1806,0.0,0.1,0.0,5.1,8.0,4.0,0.1,0.4,6.5
2026-07-11T19:17:21+0000,zaehlerstand,00058.5106,,58.2200,,0.0000,Rate too high - Read: 58.5106 - Pre: 58.2200 - Rate: 0.2906,10.0,0.0,0.1,5.1,8.0,4.9,0.9,0.6,6.4
2026-07-11T19:22:21+0000,zaehlerstand,00058.4364,,58.2200,,0.0000,Rate too high - Read: 58.4364 - Pre: 58.2200 - Rate: 0.2164,10.0,0.1,0.0,5.1,8.0,4.2,3.6,6.3,4.8
2026-07-11T19:27:21+0000,zaehlerstand,00058.2666,58.2666,58.2666,0.000621,0.0466,no error,10.0,0.1,0.0,5.1,8.0,2.2,6.4,6.5,6.7
2026-07-11T19:32:21+0000,zaehlerstand,00058.4666,,58.2666,,0.0000,Rate too high - Read: 58.4666 - Pre: 58.2666 - Rate: 0.2000,10.0,0.0,0.1,5.1,8.0,4.3,6.5,6.4,6.7
2026-07-11T19:37:21+0000,zaehlerstand,00058.4666,,58.2666,,0.0000,Rate too high - Read: 58.4666 - Pre: 58.2666 - Rate: 0.2000,10.0,0.0,0.0,5.1,8.0,4.6,6.4,6.5,6.6
2026-07-11T19:42:21+0000,zaehlerstand,00058.4666,,58.2666,,0.0000,Rate too high - Read: 58.4666 - Pre: 58.2666 - Rate: 0.2000,10.0,0.0,0.0,5.1,8.1,4.6,6.5,6.4,6.7
2026-07-11T19:47:21+0000,zaehlerstand,00058.4905,,58.2666,,0.0000,Rate too high - Read: 58.4905 - Pre: 58.2666 - Rate: 0.2239,10.0,0.0,0.0,5.1,8.0,4.8,9.4,0.2,5.9
2026-07-11T19:52:21+0000,zaehlerstand,00058.5124,,58.2666,,0.0000,Rate too high - Read: 58.5124 - Pre: 58.2666 - Rate: 0.2458,10.0,0.0,0.0,5.1,8.0,4.9,1.1,2.4,4.9
2026-07-11T19:57:21+0000,zaehlerstand,00058.5125,,58.2666,,0.0000,Rate too high - Read: 58.5125 - Pre: 58.2666 - Rate: 0.2459,0.0,0.1,0.0,5.1,8.0,4.8,0.8,2.2,5.1
2026-07-11T20:02:21+0000,zaehlerstand,00058.5125,,58.2666,,0.0000,Rate too high - Read: 58.5125 - Pre: 58.2666 - Rate: 0.2459,10.0,0.0,0.0,5.1,8.0,4.9,0.9,2.4,5.6
2026-07-11T20:07:21+0000,zaehlerstand,00058.5473,,58.2666,,0.0000,Rate too high - Read: 58.5473 - Pre: 58.2666 - Rate: 0.2807,10.0,0.3,0.0,5.1,8.0,5.6,4.4,7.2,3.6
2026-07-11T20:12:21+0000,zaehlerstand,00058.5638,,58.2666,,0.0000,Rate too high - Read: 58.5638 - Pre: 58.2666 - Rate: 0.2972,0.0,0.1,0.0,5.1,8.0,5.8,6.3,3.9,8.8
2026-07-11T20:17:21+0000,zaehlerstand,00058.5638,,58.2666,,0.0000,Rate too high - Read: 58.5638 - Pre: 58.2666 - Rate: 0.2972,10.0,0.0,0.0,5.1,8.0,5.9,6.3,3.7,8.8
2026-07-11T20:22:21+0000,zaehlerstand,00058.5638,,58.2666,,0.0000,Rate too high - Read: 58.5638 - Pre: 58.2666 - Rate: 0.2972,0.0,0.0,0.0,5.1,8.0,5.6,6.3,3.8,8.9
2026-07-11T20:27:21+0000,zaehlerstand,00058.5638,,58.2666,,0.0000,Rate too high - Read: 58.5638 - Pre: 58.2666 - Rate: 0.2972,0.0,0.0,0.0,5.1,8.0,5.9,6.4,3.9,8.9
2026-07-11T20:32:21+0000,zaehlerstand,00058.5639,,58.2666,,0.0000,Rate too high - Read: 58.5639 - Pre: 58.2666 - Rate: 0.2973,10.0,0.0,0.2,5.1,8.0,5.7,6.3,3.8,9.2
2026-07-11T20:37:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,10.0,0.1,5.1,8.0,6.0,7.0,0.7,7.7
2026-07-11T20:42:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,10.0,0.1,0.1,5.1,8.0,6.0,7.0,0.6,7.5
2026-07-11T20:47:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,10.0,0.0,0.1,5.1,8.0,6.0,6.8,0.7,7.7
2026-07-11T20:52:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,0.0,0.1,5.1,8.0,6.0,6.9,0.7,7.3
2026-07-11T20:57:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,10.0,0.1,0.1,5.1,8.0,5.9,7.0,0.9,7.7
2026-07-11T21:02:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,0.0,0.1,5.1,8.0,5.9,6.8,0.6,7.7
2026-07-11T21:07:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,10.0,0.1,5.1,8.0,6.0,7.0,0.6,7.6
2026-07-11T21:12:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,0.0,0.1,5.1,8.0,6.1,6.7,0.8,7.7
2026-07-11T21:17:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,0.0,0.0,5.1,8.0,5.9,7.0,0.8,7.7
2026-07-11T21:22:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,10.0,0.1,5.0,8.0,6.0,6.8,0.7,7.6
2026-07-11T21:27:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,10.0,0.0,0.1,5.1,8.0,6.0,6.8,0.7,7.8
2026-07-11T21:32:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,0.0,0.2,5.1,8.0,5.9,6.8,0.8,7.7
2026-07-11T21:37:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,0.0,0.1,5.1,8.0,5.9,6.9,0.7,7.9
2026-07-11T21:42:21+0000,zaehlerstand,00058.5708,,58.2666,,0.0000,Rate too high - Read: 58.5708 - Pre: 58.2666 - Rate: 0.3042,0.0,0.1,0.1,5.1,8.0,6.0,6.8,0.6,8.0
2026-07-11T21:47:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,0.0,0.1,5.1,8.0,6.0,7.1,0.8,8.0
2026-07-11T21:52:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,10.0,0.3,0.3,5.1,8.0,5.9,7.1,0.6,7.8
2026-07-11T21:57:21+0000,zaehlerstand,00058.5707,,58.2666,,0.0000,Rate too high - Read: 58.5707 - Pre: 58.2666 - Rate: 0.3041,0.0,10.0,0.1,5.1,8.0,5.9,6.8,0.8,7.9
2026-07-11T22:02:21+0000,zaehlerstand,00058.5729,,58.2666,,0.0000,Rate too high - Read: 58.5729 - Pre: 58.2666 - Rate: 0.3063,0.0,0.0,0.4,5.0,8.0,6.1,7.2,2.7,9.2
2026-07-11T22:07:21+0000,zaehlerstand,00058.5766,,58.2666,,0.0000,Rate too high - Read: 58.5766 - Pre: 58.2666 - Rate: 0.3100,0.0,0.0,0.3,5.1,8.0,6.0,7.8,6.5,6.0
2026-07-11T22:12:21+0000,zaehlerstand,00058.5766,,58.2666,,0.0000,Rate too high - Read: 58.5766 - Pre: 58.2666 - Rate: 0.3100,0.0,0.0,0.1,5.0,8.0,6.1,7.5,6.4,6.0
2026-07-11T22:17:21+0000,zaehlerstand,00058.5765,,58.2666,,0.0000,Rate too high - Read: 58.5765 - Pre: 58.2666 - Rate: 0.3099,0.0,0.1,0.3,5.1,8.0,6.0,7.7,6.5,6.0
2026-07-11T22:22:21+0000,zaehlerstand,00058.5765,,58.2666,,0.0000,Rate too high - Read: 58.5765 - Pre: 58.2666 - Rate: 0.3099,0.0,10.0,0.1,5.0,8.0,6.0,7.6,6.5,6.0
2026-07-11T22:27:21+0000,zaehlerstand,00758.5766,,58.2666,,0.0000,Rate too high - Read: 758.5766 - Pre: 58.2666 - Rate: 700.3100,0.0,0.0,7.6,5.1,8.0,6.0,7.4,6.6,6.0
2026-07-11T22:32:21+0000,zaehlerstand,00058.5766,,58.2666,,0.0000,Rate too high - Read: 58.5766 - Pre: 58.2666 - Rate: 0.3100,0.0,0.1,0.1,5.0,8.0,6.0,7.3,6.5,6.1
